symbol,current_price,total_score,trend1_pass,trend1_current,trend1_threshold,trend1_description,trend2_pass,trend2_current,trend2_threshold,trend2_description,snapback_pass,snapback_current,snapback_threshold,snapback_description,momentum_pass,momentum_current,momentum_threshold,momentum_description,stabilizing_pass,stabilizing_current,stabilizing_threshold,stabilizing_description,data_age_hours
MCK,719.51,3,True,719.51,709.194,Price ($719.51) is above the 20-day EMA ($709.19),True,719.51,666.6132,Price ($719.51) is above the 100-day EMA ($666.61),True,41.39,50.0,RSI (41.4) is below the threshold (50),False,719.51,719.51,Current price ($719.51) is below last week's close ($719.51),False,10.826667,10.13025,3-day ATR (10.83) is higher than 6-day ATR (10.13),0
AJG,347.44,3,True,347.44,337.8207,Price ($347.44) is above the 20-day EMA ($337.82),True,347.44,324.9413,Price ($347.44) is above the 100-day EMA ($324.94),False,87.07,50.0,RSI (87.1) is above the threshold (50),False,347.44,347.44,Current price ($347.44) is below last week's close ($347.44),True,5.5431,5.638217,3-day ATR (5.54) is lower than 6-day ATR (5.64),0
MDLZ,67.49,4,True,67.49,66.3307,Price ($67.49) is above the 20-day EMA ($66.33),True,67.49,65.0109,Price ($67.49) is above the 100-day EMA ($65.01),True,38.1,50.0,RSI (38.1) is below the threshold (50),False,67.49,67.49,Current price ($67.49) is below last week's close ($67.49),True,0.841667,0.941667,3-day ATR (0.84) is lower than 6-day ATR (0.94),0
VTR,64.28,1,False,64.28,65.0717,Price ($64.28) is below the 20-day EMA ($65.07),False,64.28,65.2572,Price ($64.28) is below the 100-day EMA ($65.26),False,56.78,50.0,RSI (56.8) is above the threshold (50),False,64.28,64.28,Current price ($64.28) is below last week's close ($64.28),True,0.895,0.928333,3-day ATR (0.90) is lower than 6-day ATR (0.93),0
LDOS,148.52,2,False,148.52,152.0786,Price ($148.52) is below the 20-day EMA ($152.08),True,148.52,147.1707,Price ($148.52) is above the 100-day EMA ($147.17),False,72.61,50.0,RSI (72.6) is above the threshold (50),False,148.52,148.52,Current price ($148.52) is below last week's close ($148.52),True,3.474667,4.05965,3-day ATR (3.47) is lower than 6-day ATR (4.06),0
GILD,110.08,3,True,110.08,106.0797,Price ($110.08) is above the 20-day EMA ($106.08),True,110.08,103.5334,Price ($110.08) is above the 100-day EMA ($103.53),True,15.7,50.0,RSI (15.7) is below the threshold (50),False,110.08,110.08,Current price ($110.08) is below last week's close ($110.08),False,2.460167,2.273417,3-day ATR (2.46) is higher than 6-day ATR (2.27),0
DE,506.26,2,True,506.26,501.3318,Price ($506.26) is above the 20-day EMA ($501.33),True,506.26,471.1002,Price ($506.26) is above the 100-day EMA ($471.10),False,63.44,50.0,RSI (63.4) is above the threshold (50),False,506.26,506.26,Current price ($506.26) is below last week's close ($506.26),False,8.345,8.34395,3-day ATR (8.35) is higher than 6-day ATR (8.34),0
PNC,173.81,2,True,173.81,172.0892,Price ($173.81) is above the 20-day EMA ($172.09),False,173.81,177.3066,Price ($173.81) is below the 100-day EMA ($177.31),False,65.94,50.0,RSI (65.9) is above the threshold (50),False,173.81,173.81,Current price ($173.81) is below last week's close ($173.81),True,2.346667,2.95,3-day ATR (2.35) is lower than 6-day ATR (2.95),0
CHD,98.31,3,True,98.31,96.8065,Price ($98.31) is above the 20-day EMA ($96.81),False,98.31,102.3148,Price ($98.31) is below the 100-day EMA ($102.31),True,46.81,50.0,RSI (46.8) is below the threshold (50),False,98.31,98.31,Current price ($98.31) is below last week's close ($98.31),True,1.405,1.557083,3-day ATR (1.41) is lower than 6-day ATR (1.56),0
IFF,76.56,3,True,76.56,76.2193,Price ($76.56) is above the 20-day EMA ($76.22),False,76.56,79.1138,Price ($76.56) is below the 100-day EMA ($79.11),True,33.91,50.0,RSI (33.9) is below the threshold (50),False,76.56,76.56,Current price ($76.56) is below last week's close ($76.56),True,1.593333,1.7225,3-day ATR (1.59) is lower than 6-day ATR (1.72),0
SYK,382.64,3,True,382.64,380.7372,Price ($382.64) is above the 20-day EMA ($380.74),True,382.64,375.9466,Price ($382.64) is above the 100-day EMA ($375.95),False,73.65,50.0,RSI (73.6) is above the threshold (50),False,382.64,382.64,Current price ($382.64) is below last week's close ($382.64),True,5.83,6.549167,3-day ATR (5.83) is lower than 6-day ATR (6.55),0
COP,85.35,1,False,85.35,88.2154,Price ($85.35) is below the 20-day EMA ($88.22),False,85.35,94.7521,Price ($85.35) is below the 100-day EMA ($94.75),True,38.35,50.0,RSI (38.3) is below the threshold (50),False,85.35,85.35,Current price ($85.35) is below last week's close ($85.35),False,1.705,1.66465,3-day ATR (1.70) is higher than 6-day ATR (1.66),0
WELL,154.28,3,True,154.28,149.848,Price ($154.28) is above the 20-day EMA ($149.85),True,154.28,145.3569,Price ($154.28) is above the 100-day EMA ($145.36),False,62.53,50.0,RSI (62.5) is above the threshold (50),False,154.28,154.28,Current price ($154.28) is below last week's close ($154.28),True,2.798333,2.892283,3-day ATR (2.80) is lower than 6-day ATR (2.89),0
DG,97.25,3,True,97.25,95.9693,Price ($97.25) is above the 20-day EMA ($95.97),True,97.25,86.591,Price ($97.25) is above the 100-day EMA ($86.59),True,45.97,50.0,RSI (46.0) is below the threshold (50),False,97.25,97.25,Current price ($97.25) is below last week's close ($97.25),False,2.321633,2.002933,3-day ATR (2.32) is higher than 6-day ATR (2.00),0
CL,92.94,3,True,92.94,91.562,Price ($92.94) is above the 20-day EMA ($91.56),True,92.94,91.3572,Price ($92.94) is above the 100-day EMA ($91.36),False,56.23,50.0,RSI (56.2) is above the threshold (50),False,92.94,92.94,Current price ($92.94) is below last week's close ($92.94),True,1.411633,1.552483,3-day ATR (1.41) is lower than 6-day ATR (1.55),0
CMS,70.23,1,False,70.23,70.7931,Price ($70.23) is below the 20-day EMA ($70.79),False,70.23,70.9035,Price ($70.23) is below the 100-day EMA ($70.90),False,55.53,50.0,RSI (55.5) is above the threshold (50),False,70.23,70.23,Current price ($70.23) is below last week's close ($70.23),True,1.231667,1.279167,3-day ATR (1.23) is lower than 6-day ATR (1.28),0
ITW,245.08,2,True,245.08,244.7211,Price ($245.08) is above the 20-day EMA ($244.72),False,245.08,249.5181,Price ($245.08) is below the 100-day EMA ($249.52),False,59.14,50.0,RSI (59.1) is above the threshold (50),False,245.08,245.08,Current price ($245.08) is below last week's close ($245.08),True,3.196667,3.650967,3-day ATR (3.20) is lower than 6-day ATR (3.65),0
BK,88.61,2,True,88.61,87.1921,Price ($88.61) is above the 20-day EMA ($87.19),True,88.61,83.1452,Price ($88.61) is above the 100-day EMA ($83.15),False,66.62,50.0,RSI (66.6) is above the threshold (50),False,88.61,88.61,Current price ($88.61) is below last week's close ($88.61),False,1.318333,1.310833,3-day ATR (1.32) is higher than 6-day ATR (1.31),0
AIG,84.64,3,True,84.64,82.9555,Price ($84.64) is above the 20-day EMA ($82.96),True,84.64,80.4925,Price ($84.64) is above the 100-day EMA ($80.49),False,58.63,50.0,RSI (58.6) is above the threshold (50),False,84.64,84.64,Current price ($84.64) is below last week's close ($84.64),True,1.275667,1.332833,3-day ATR (1.28) is lower than 6-day ATR (1.33),0
RMD,244.79,3,True,244.79,243.1198,Price ($244.79) is above the 20-day EMA ($243.12),True,244.79,233.9859,Price ($244.79) is above the 100-day EMA ($233.99),False,56.53,50.0,RSI (56.5) is above the threshold (50),False,244.79,244.79,Current price ($244.79) is below last week's close ($244.79),True,2.876667,3.291,3-day ATR (2.88) is lower than 6-day ATR (3.29),0
INVH,33.7,2,False,33.7,33.7756,Price ($33.70) is below the 20-day EMA ($33.78),True,33.7,33.3833,Price ($33.70) is above the 100-day EMA ($33.38),False,56.35,50.0,RSI (56.3) is above the threshold (50),False,33.7,33.7,Current price ($33.70) is below last week's close ($33.70),True,0.5025,0.527083,3-day ATR (0.50) is lower than 6-day ATR (0.53),0
KMI,28.04,3,True,28.04,27.6281,Price ($28.04) is above the 20-day EMA ($27.63),True,28.04,27.307,Price ($28.04) is above the 100-day EMA ($27.31),False,62.92,50.0,RSI (62.9) is above the threshold (50),False,28.04,28.04,Current price ($28.04) is below last week's close ($28.04),True,0.4277,0.47885,3-day ATR (0.43) is lower than 6-day ATR (0.48),0
TRV,275.7,3,True,275.7,270.0835,Price ($275.70) is above the 20-day EMA ($270.08),True,275.7,259.0592,Price ($275.70) is above the 100-day EMA ($259.06),False,63.7,50.0,RSI (63.7) is above the threshold (50),False,275.7,275.7,Current price ($275.70) is below last week's close ($275.70),True,3.843333,4.284167,3-day ATR (3.84) is lower than 6-day ATR (4.28),0
VMC,265.07,2,False,265.07,265.5949,Price ($265.07) is below the 20-day EMA ($265.59),True,265.07,258.1964,Price ($265.07) is above the 100-day EMA ($258.20),True,47.84,50.0,RSI (47.8) is below the threshold (50),False,265.07,265.07,Current price ($265.07) is below last week's close ($265.07),False,5.641667,5.159167,3-day ATR (5.64) is higher than 6-day ATR (5.16),0
ZBH,92.17,2,False,92.17,95.1944,Price ($92.17) is below the 20-day EMA ($95.19),False,92.17,102.1774,Price ($92.17) is below the 100-day EMA ($102.18),True,27.58,50.0,RSI (27.6) is below the threshold (50),False,92.17,92.17,Current price ($92.17) is below last week's close ($92.17),True,1.973333,2.295,3-day ATR (1.97) is lower than 6-day ATR (2.30),0
LKQ,40.47,1,False,40.47,40.672,Price ($40.47) is below the 20-day EMA ($40.67),True,40.47,40.2068,Price ($40.47) is above the 100-day EMA ($40.21),False,73.26,50.0,RSI (73.3) is above the threshold (50),False,40.47,40.47,Current price ($40.47) is below last week's close ($40.47),False,0.8171,0.780217,3-day ATR (0.82) is higher than 6-day ATR (0.78),0
MNST,63.95,2,True,63.95,62.2041,Price ($63.95) is above the 20-day EMA ($62.20),True,63.95,57.6048,Price ($63.95) is above the 100-day EMA ($57.60),False,58.86,50.0,RSI (58.9) is above the threshold (50),False,63.95,63.95,Current price ($63.95) is below last week's close ($63.95),False,0.982267,0.948633,3-day ATR (0.98) is higher than 6-day ATR (0.95),0
APD,278.91,2,True,278.91,273.1067,Price ($278.91) is above the 20-day EMA ($273.11),False,278.91,287.3694,Price ($278.91) is below the 100-day EMA ($287.37),True,39.81,50.0,RSI (39.8) is below the threshold (50),False,278.91,278.91,Current price ($278.91) is below last week's close ($278.91),False,6.228333,5.36045,3-day ATR (6.23) is higher than 6-day ATR (5.36),0
KVUE,23.87,4,True,23.87,23.6936,Price ($23.87) is above the 20-day EMA ($23.69),True,23.87,23.1012,Price ($23.87) is above the 100-day EMA ($23.10),True,44.99,50.0,RSI (45.0) is below the threshold (50),False,23.87,23.87,Current price ($23.87) is below last week's close ($23.87),True,0.411667,0.42045,3-day ATR (0.41) is lower than 6-day ATR (0.42),0
FIS,79.61,3,True,79.61,78.5731,Price ($79.61) is above the 20-day EMA ($78.57),True,79.61,77.4157,Price ($79.61) is above the 100-day EMA ($77.42),True,28.9,50.0,RSI (28.9) is below the threshold (50),False,79.61,79.61,Current price ($79.61) is below last week's close ($79.61),False,1.715,1.688333,3-day ATR (1.71) is higher than 6-day ATR (1.69),0
BKR,37.05,0,False,37.05,37.2049,Price ($37.05) is below the 20-day EMA ($37.20),False,37.05,40.1557,Price ($37.05) is below the 100-day EMA ($40.16),False,67.47,50.0,RSI (67.5) is above the threshold (50),False,37.05,37.05,Current price ($37.05) is below last week's close ($37.05),False,0.901667,0.8925,3-day ATR (0.90) is higher than 6-day ATR (0.89),0
LYB,56.49,1,False,56.49,57.8969,Price ($56.49) is below the 20-day EMA ($57.90),False,56.49,66.0229,Price ($56.49) is below the 100-day EMA ($66.02),True,33.1,50.0,RSI (33.1) is below the threshold (50),False,56.49,56.49,Current price ($56.49) is below last week's close ($56.49),False,1.648333,1.512917,3-day ATR (1.65) is higher than 6-day ATR (1.51),0
EXPD,112.73,2,False,112.73,113.0838,Price ($112.73) is below the 20-day EMA ($113.08),False,112.73,113.9408,Price ($112.73) is below the 100-day EMA ($113.94),True,44.17,50.0,RSI (44.2) is below the threshold (50),False,112.73,112.73,Current price ($112.73) is below last week's close ($112.73),True,1.785,2.111667,3-day ATR (1.78) is lower than 6-day ATR (2.11),0
OMC,73.44,0,False,73.44,75.0032,Price ($73.44) is below the 20-day EMA ($75.00),False,73.44,80.742,Price ($73.44) is below the 100-day EMA ($80.74),False,51.55,50.0,RSI (51.5) is above the threshold (50),False,73.44,73.44,Current price ($73.44) is below last week's close ($73.44),False,1.423333,1.33215,3-day ATR (1.42) is higher than 6-day ATR (1.33),0
HSIC,69.99,1,False,69.99,70.4874,Price ($69.99) is below the 20-day EMA ($70.49),True,69.99,69.9766,Price ($69.99) is above the 100-day EMA ($69.98),False,79.72,50.0,RSI (79.7) is above the threshold (50),False,69.99,69.99,Current price ($69.99) is below last week's close ($69.99),False,2.38,2.129167,3-day ATR (2.38) is higher than 6-day ATR (2.13),0
NEM,52.72,4,True,52.72,52.2125,Price ($52.72) is above the 20-day EMA ($52.21),True,52.72,48.341,Price ($52.72) is above the 100-day EMA ($48.34),True,31.53,50.0,RSI (31.5) is below the threshold (50),False,52.72,52.72,Current price ($52.72) is below last week's close ($52.72),True,0.765,0.903917,3-day ATR (0.77) is lower than 6-day ATR (0.90),0
KR,68.23,2,False,68.23,68.8124,Price ($68.23) is below the 20-day EMA ($68.81),True,68.23,66.584,Price ($68.23) is above the 100-day EMA ($66.58),False,59.91,50.0,RSI (59.9) is above the threshold (50),False,68.23,68.23,Current price ($68.23) is below last week's close ($68.23),True,1.365,1.44915,3-day ATR (1.36) is lower than 6-day ATR (1.45),0
EXC,43.82,3,False,43.82,44.2637,Price ($43.82) is below the 20-day EMA ($44.26),True,43.82,43.3826,Price ($43.82) is above the 100-day EMA ($43.38),True,42.56,50.0,RSI (42.6) is below the threshold (50),False,43.82,43.82,Current price ($43.82) is below last week's close ($43.82),True,0.713333,0.7825,3-day ATR (0.71) is lower than 6-day ATR (0.78),0
DDOG,117.88,3,True,117.88,113.0088,Price ($117.88) is above the 20-day EMA ($113.01),True,117.88,115.0894,Price ($117.88) is above the 100-day EMA ($115.09),False,59.47,50.0,RSI (59.5) is above the threshold (50),False,117.88,117.88,Current price ($117.88) is below last week's close ($117.88),True,2.7655,2.947567,3-day ATR (2.77) is lower than 6-day ATR (2.95),0
GPN,75.61,1,False,75.61,78.0652,Price ($75.61) is below the 20-day EMA ($78.07),False,75.61,91.1176,Price ($75.61) is below the 100-day EMA ($91.12),False,57.46,50.0,RSI (57.5) is above the threshold (50),False,75.61,75.61,Current price ($75.61) is below last week's close ($75.61),True,1.4725,1.575017,3-day ATR (1.47) is lower than 6-day ATR (1.58),0
BIIB,129.79,2,True,129.79,125.9028,Price ($129.79) is above the 20-day EMA ($125.90),False,129.79,133.5388,Price ($129.79) is below the 100-day EMA ($133.54),True,33.44,50.0,RSI (33.4) is below the threshold (50),False,129.79,129.79,Current price ($129.79) is below last week's close ($129.79),False,3.856667,3.194583,3-day ATR (3.86) is higher than 6-day ATR (3.19),0
FANG,134.55,2,False,134.55,137.4912,Price ($134.55) is below the 20-day EMA ($137.49),False,134.55,148.1584,Price ($134.55) is below the 100-day EMA ($148.16),True,34.82,50.0,RSI (34.8) is below the threshold (50),False,134.55,134.55,Current price ($134.55) is below last week's close ($134.55),True,3.133333,3.2504,3-day ATR (3.13) is lower than 6-day ATR (3.25),0
OTIS,95.35,0,False,95.35,96.7245,Price ($95.35) is below the 20-day EMA ($96.72),False,95.35,97.6332,Price ($95.35) is below the 100-day EMA ($97.63),False,57.11,50.0,RSI (57.1) is above the threshold (50),False,95.35,95.35,Current price ($95.35) is below last week's close ($95.35),False,1.541667,1.2625,3-day ATR (1.54) is higher than 6-day ATR (1.26),0
PEG,81.03,1,True,81.03,79.3325,Price ($81.03) is above the 20-day EMA ($79.33),False,81.03,81.7862,Price ($81.03) is below the 100-day EMA ($81.79),False,51.39,50.0,RSI (51.4) is above the threshold (50),False,81.03,81.03,Current price ($81.03) is below last week's close ($81.03),False,1.973333,1.66,3-day ATR (1.97) is higher than 6-day ATR (1.66),0
ED,104.49,1,False,104.49,105.1908,Price ($104.49) is below the 20-day EMA ($105.19),True,104.49,103.5681,Price ($104.49) is above the 100-day EMA ($103.57),False,51.24,50.0,RSI (51.2) is above the threshold (50),False,104.49,104.49,Current price ($104.49) is below last week's close ($104.49),False,2.208333,2.0225,3-day ATR (2.21) is higher than 6-day ATR (2.02),0
COR,291.24,2,True,291.24,288.9013,Price ($291.24) is above the 20-day EMA ($288.90),True,291.24,271.0777,Price ($291.24) is above the 100-day EMA ($271.08),False,51.14,50.0,RSI (51.1) is above the threshold (50),False,291.24,291.24,Current price ($291.24) is below last week's close ($291.24),False,5.061633,4.270817,3-day ATR (5.06) is higher than 6-day ATR (4.27),0
PAYX,157.91,3,True,157.91,154.3384,Price ($157.91) is above the 20-day EMA ($154.34),True,157.91,148.9659,Price ($157.91) is above the 100-day EMA ($148.97),False,67.87,50.0,RSI (67.9) is above the threshold (50),False,157.91,157.91,Current price ($157.91) is below last week's close ($157.91),True,2.11,2.270567,3-day ATR (2.11) is lower than 6-day ATR (2.27),0
EOG,108.57,1,False,108.57,111.6761,Price ($108.57) is below the 20-day EMA ($111.68),False,108.57,119.2329,Price ($108.57) is below the 100-day EMA ($119.23),True,28.88,50.0,RSI (28.9) is below the threshold (50),False,108.57,108.57,Current price ($108.57) is below last week's close ($108.57),False,2.236667,2.173767,3-day ATR (2.24) is higher than 6-day ATR (2.17),0
JBL,168.01,3,True,168.01,161.7602,Price ($168.01) is above the 20-day EMA ($161.76),True,168.01,149.0777,Price ($168.01) is above the 100-day EMA ($149.08),False,91.13,50.0,RSI (91.1) is above the threshold (50),False,168.01,168.01,Current price ($168.01) is below last week's close ($168.01),True,3.0957,3.490983,3-day ATR (3.10) is lower than 6-day ATR (3.49),0
SOLV,73.09,3,True,73.09,71.5694,Price ($73.09) is above the 20-day EMA ($71.57),True,73.09,71.0646,Price ($73.09) is above the 100-day EMA ($71.06),False,82.28,50.0,RSI (82.3) is above the threshold (50),False,73.09,73.09,Current price ($73.09) is below last week's close ($73.09),True,1.586,1.738,3-day ATR (1.59) is lower than 6-day ATR (1.74),0
HAS,66.71,3,True,66.71,64.8757,Price ($66.71) is above the 20-day EMA ($64.88),True,66.71,61.4089,Price ($66.71) is above the 100-day EMA ($61.41),True,48.26,50.0,RSI (48.3) is below the threshold (50),False,66.71,66.71,Current price ($66.71) is below last week's close ($66.71),False,1.437533,1.3971,3-day ATR (1.44) is higher than 6-day ATR (1.40),0
DLR,171.52,2,True,171.52,166.8566,Price ($171.52) is above the 20-day EMA ($166.86),True,171.52,162.7417,Price ($171.52) is above the 100-day EMA ($162.74),False,68.6,50.0,RSI (68.6) is above the threshold (50),False,171.52,171.52,Current price ($171.52) is below last week's close ($171.52),False,3.126667,3.07665,3-day ATR (3.13) is higher than 6-day ATR (3.08),0
PCAR,93.85,3,True,93.85,93.8181,Price ($93.85) is above the 20-day EMA ($93.82),False,93.85,98.6892,Price ($93.85) is below the 100-day EMA ($98.69),True,47.8,50.0,RSI (47.8) is below the threshold (50),False,93.85,93.85,Current price ($93.85) is below last week's close ($93.85),True,1.483333,1.668333,3-day ATR (1.48) is lower than 6-day ATR (1.67),0
MPC,160.74,3,True,160.74,155.4968,Price ($160.74) is above the 20-day EMA ($155.50),True,160.74,147.4068,Price ($160.74) is above the 100-day EMA ($147.41),False,75.26,50.0,RSI (75.3) is above the threshold (50),False,160.74,160.74,Current price ($160.74) is below last week's close ($160.74),True,3.606567,3.943283,3-day ATR (3.61) is lower than 6-day ATR (3.94),0
CCEP,91.79,3,True,91.79,89.1423,Price ($91.79) is above the 20-day EMA ($89.14),True,91.79,85.4169,Price ($91.79) is above the 100-day EMA ($85.42),False,63.34,50.0,RSI (63.3) is above the threshold (50),False,91.79,91.79,Current price ($91.79) is below last week's close ($91.79),True,1.68,1.698333,3-day ATR (1.68) is lower than 6-day ATR (1.70),0
SLB,33.05,0,False,33.05,34.3433,Price ($33.05) is below the 20-day EMA ($34.34),False,33.05,37.5385,Price ($33.05) is below the 100-day EMA ($37.54),False,60.18,50.0,RSI (60.2) is above the threshold (50),False,33.05,33.05,Current price ($33.05) is below last week's close ($33.05),False,0.76,0.723333,3-day ATR (0.76) is higher than 6-day ATR (0.72),0
OXY,40.78,2,False,40.78,41.5266,Price ($40.78) is below the 20-day EMA ($41.53),False,40.78,44.4134,Price ($40.78) is below the 100-day EMA ($44.41),True,46.38,50.0,RSI (46.4) is below the threshold (50),False,40.78,40.78,Current price ($40.78) is below last week's close ($40.78),True,0.860133,0.891733,3-day ATR (0.86) is lower than 6-day ATR (0.89),0
YUM,143.94,1,False,143.94,146.1372,Price ($143.94) is below the 20-day EMA ($146.14),False,143.94,145.8101,Price ($143.94) is below the 100-day EMA ($145.81),False,58.84,50.0,RSI (58.8) is above the threshold (50),False,143.94,143.94,Current price ($143.94) is below last week's close ($143.94),True,1.925333,1.9535,3-day ATR (1.93) is lower than 6-day ATR (1.95),0
AFL,103.54,1,False,103.54,104.5494,Price ($103.54) is below the 20-day EMA ($104.55),False,103.54,106.2885,Price ($103.54) is below the 100-day EMA ($106.29),True,42.96,50.0,RSI (43.0) is below the threshold (50),False,103.54,103.54,Current price ($103.54) is below last week's close ($103.54),False,1.66,1.54,3-day ATR (1.66) is higher than 6-day ATR (1.54),0
REGN,490.28,1,False,490.28,581.2572,Price ($490.28) is below the 20-day EMA ($581.26),False,490.28,634.9855,Price ($490.28) is below the 100-day EMA ($634.99),True,20.6,50.0,RSI (20.6) is below the threshold (50),False,490.28,490.28,Current price ($490.28) is below last week's close ($490.28),False,50.316667,33.005833,3-day ATR (50.32) is higher than 6-day ATR (33.01),0
SRE,78.59,3,True,78.59,76.597,Price ($78.59) is above the 20-day EMA ($76.60),True,78.59,76.9532,Price ($78.59) is above the 100-day EMA ($76.95),False,77.21,50.0,RSI (77.2) is above the threshold (50),False,78.59,78.59,Current price ($78.59) is below last week's close ($78.59),True,1.506633,1.528317,3-day ATR (1.51) is lower than 6-day ATR (1.53),0
O,56.62,4,True,56.62,56.1112,Price ($56.62) is above the 20-day EMA ($56.11),True,56.62,56.0334,Price ($56.62) is above the 100-day EMA ($56.03),True,32.39,50.0,RSI (32.4) is below the threshold (50),False,56.62,56.62,Current price ($56.62) is below last week's close ($56.62),True,0.665,0.702633,3-day ATR (0.67) is lower than 6-day ATR (0.70),0
GPC,126.52,3,True,126.52,124.0473,Price ($126.52) is above the 20-day EMA ($124.05),True,126.52,120.8004,Price ($126.52) is above the 100-day EMA ($120.80),True,30.89,50.0,RSI (30.9) is below the threshold (50),False,126.52,126.52,Current price ($126.52) is below last week's close ($126.52),False,2.355,2.319167,3-day ATR (2.35) is higher than 6-day ATR (2.32),0
CFG,40.35,2,True,40.35,39.8738,Price ($40.35) is above the 20-day EMA ($39.87),False,40.35,41.1895,Price ($40.35) is below the 100-day EMA ($41.19),False,64.72,50.0,RSI (64.7) is above the threshold (50),False,40.35,40.35,Current price ($40.35) is below last week's close ($40.35),True,0.708333,0.775667,3-day ATR (0.71) is lower than 6-day ATR (0.78),0
HRL,30.68,3,True,30.68,29.9114,Price ($30.68) is above the 20-day EMA ($29.91),True,30.68,29.9782,Price ($30.68) is above the 100-day EMA ($29.98),True,28.12,50.0,RSI (28.1) is below the threshold (50),False,30.68,30.68,Current price ($30.68) is below last week's close ($30.68),False,0.955,0.796667,3-day ATR (0.95) is higher than 6-day ATR (0.80),0
TXT,74.03,3,True,74.03,73.3678,Price ($74.03) is above the 20-day EMA ($73.37),True,74.03,73.6314,Price ($74.03) is above the 100-day EMA ($73.63),False,52.36,50.0,RSI (52.4) is above the threshold (50),False,74.03,74.03,Current price ($74.03) is below last week's close ($74.03),True,1.091667,1.416667,3-day ATR (1.09) is lower than 6-day ATR (1.42),0
COO,68.28,1,False,68.28,79.5429,Price ($68.28) is below the 20-day EMA ($79.54),False,68.28,84.7565,Price ($68.28) is below the 100-day EMA ($84.76),True,46.6,50.0,RSI (46.6) is below the threshold (50),False,68.28,68.28,Current price ($68.28) is below last week's close ($68.28),False,5.569167,3.5304,3-day ATR (5.57) is higher than 6-day ATR (3.53),0
REG,72.15,1,True,72.15,72.1473,Price ($72.15) is above the 20-day EMA ($72.15),False,72.15,72.4126,Price ($72.15) is below the 100-day EMA ($72.41),False,61.67,50.0,RSI (61.7) is above the threshold (50),False,72.15,72.15,Current price ($72.15) is below last week's close ($72.15),False,1.063333,1.05,3-day ATR (1.06) is higher than 6-day ATR (1.05),0
SWKS,69.03,1,False,69.03,69.1281,Price ($69.03) is below the 20-day EMA ($69.13),False,69.03,70.4105,Price ($69.03) is below the 100-day EMA ($70.41),False,62.09,50.0,RSI (62.1) is above the threshold (50),False,69.03,69.03,Current price ($69.03) is below last week's close ($69.03),True,1.896667,2.13,3-day ATR (1.90) is lower than 6-day ATR (2.13),0
EA,143.78,0,False,143.78,147.6242,Price ($143.78) is below the 20-day EMA ($147.62),False,143.78,145.4692,Price ($143.78) is below the 100-day EMA ($145.47),False,65.22,50.0,RSI (65.2) is above the threshold (50),False,143.78,143.78,Current price ($143.78) is below last week's close ($143.78),False,3.278333,2.990833,3-day ATR (3.28) is higher than 6-day ATR (2.99),0
AES,10.09,1,False,10.09,10.6098,Price ($10.09) is below the 20-day EMA ($10.61),False,10.09,11.35,Price ($10.09) is below the 100-day EMA ($11.35),False,57.95,50.0,RSI (58.0) is above the threshold (50),False,10.09,10.09,Current price ($10.09) is below last week's close ($10.09),True,0.39,0.438333,3-day ATR (0.39) is lower than 6-day ATR (0.44),0
AEP,103.49,3,True,103.49,103.4151,Price ($103.49) is above the 20-day EMA ($103.42),True,103.49,102.6323,Price ($103.49) is above the 100-day EMA ($102.63),True,46.83,50.0,RSI (46.8) is below the threshold (50),False,103.49,103.49,Current price ($103.49) is below last week's close ($103.49),False,1.685,1.638433,3-day ATR (1.68) is higher than 6-day ATR (1.64),0
TEAM,207.63,1,False,207.63,212.5151,Price ($207.63) is below the 20-day EMA ($212.52),False,207.63,231.3375,Price ($207.63) is below the 100-day EMA ($231.34),True,35.33,50.0,RSI (35.3) is below the threshold (50),False,207.63,207.63,Current price ($207.63) is below last week's close ($207.63),False,7.47,6.211833,3-day ATR (7.47) is higher than 6-day ATR (6.21),0
GEN,28.48,3,True,28.48,27.7399,Price ($28.48) is above the 20-day EMA ($27.74),True,28.48,27.3143,Price ($28.48) is above the 100-day EMA ($27.31),False,68.89,50.0,RSI (68.9) is above the threshold (50),False,28.48,28.48,Current price ($28.48) is below last week's close ($28.48),True,0.42,0.5034,3-day ATR (0.42) is lower than 6-day ATR (0.50),0
BG,78.15,2,False,78.15,78.9815,Price ($78.15) is below the 20-day EMA ($78.98),False,78.15,78.2105,Price ($78.15) is below the 100-day EMA ($78.21),True,37.2,50.0,RSI (37.2) is below the threshold (50),False,78.15,78.15,Current price ($78.15) is below last week's close ($78.15),True,1.471033,1.564683,3-day ATR (1.47) is lower than 6-day ATR (1.56),0
ALL,209.87,3,True,209.87,204.2175,Price ($209.87) is above the 20-day EMA ($204.22),True,209.87,198.9173,Price ($209.87) is above the 100-day EMA ($198.92),False,88.55,50.0,RSI (88.6) is above the threshold (50),False,209.87,209.87,Current price ($209.87) is below last week's close ($209.87),True,3.7846,3.8873,3-day ATR (3.78) is lower than 6-day ATR (3.89),0
TFC,39.5,1,False,39.5,39.661,Price ($39.50) is below the 20-day EMA ($39.66),False,39.5,41.2673,Price ($39.50) is below the 100-day EMA ($41.27),False,61.87,50.0,RSI (61.9) is above the threshold (50),False,39.5,39.5,Current price ($39.50) is below last week's close ($39.50),True,0.668333,0.7974,3-day ATR (0.67) is lower than 6-day ATR (0.80),0
